sku,dc,mean,stdvar
17,4,0.949404761905,3.67429126667
17,5,0.966850828729,2.38526913937
17,-1,2.70630081301,6.4610402878
18,0,4.69249394673,4.50610205895
18,1,2.32019704433,2.41626996677
18,2,2.51231527094,2.53907319096
18,3,1.88916256158,1.75326037963
18,4,1.12365591398,1.33431935445
18,5,0.780748663102,1.06477557874
18,-1,2.38858447489,2.93586814087
19,0,11.0532786885,20.4807293848
19,1,6.2,21.3666916064
19,2,4.28979591837,5.31552385338
19,3,5.19591836735,4.33711835038
19,4,0.852173913043,1.08542500801
19,5,1.73684210526,12.5758419422
19,-1,5.0507505361,13.9296044091
20,0,41.5,65.5969838157
20,1,14.8376623377,23.3161419976
20,2,24.6493506494,42.2640943167
20,3,25.0194805195,53.6149657798
20,4,10.2597402597,15.1921909173
20,5,6.37012987013,10.6995274193
20,-1,20.4393939394,42.1661525651
21,0,4.94271685761,4.2075831881
21,1,2.21440261866,2.26295624364
21,2,2.56792144026,2.94019251299
21,3,1.30605564648,1.46188206502
21,4,0.819892473118,1.05613007775
21,5,0.61797752809,2.37498961785
21,-1,2.38977955912,3.06716874872
22,0,1.852700491,2.06313723745
22,1,0.991816693944,1.39730807569
22,2,1.21603927987,1.74639343821
22,3,0.793780687398,1.43261995845
22,4,0.587601078167,1.01458762348
22,5,0.424581005587,0.94464631901
22,-1,1.08884435538,1.63976628439
23,0,1.59738134206,1.99137083205
23,1,0.487725040917,0.82578924982
23,2,0.603927986907,0.957484576871
23,3,0.423220973783,0.803028047333
23,4,0.386046511628,0.705322421852
23,5,0.380952380952,0.857803977841
23,-1,0.733090909091,1.28997374565
24,0,8.23936170213,26.950134086
24,1,6.44623655914,13.9911574159
24,2,2.62162162162,5.29840032642
24,3,1.94623655914,4.35733368062
24,4,3.33333333333,7.48282794306
24,5,0.942528735632,2.20686661857
24,-1,3.96460980036,13.4754471819
25,0,1.09743589744,1.19646641696
25,1,0.729166666667,1.10848213287
25,2,0.586956521739,0.940076013497
25,3,0.609195402299,1.16319340303
25,4,0.358108108108,0.716694129179
25,5,0.27027027027,0.610655325821
25,-1,0.634966378482,1.0369203756
26,0,7.56464811784,7.22767417473
26,1,3.44026186579,3.14425919556
26,2,3.54009819967,3.19977689333
26,3,2.23895253682,2.71116770538
26,4,0.360215053763,0.638654463418
26,5,0.279569892473,0.584119434647
26,-1,3.4780146569,4.67409009794
27,0,7.80687397709,12.6122593265
27,1,1.19476268412,3.54623962121
27,2,2.17021276596,5.41143510592
27,3,0.847790507365,2.60957713563
27,4,0.372023809524,2.04597239645
27,5,0.61038961039,2.29994830069
27,-1,2.57770961145,7.17836307652
28,0,6.12111292962,13.0988335236
28,1,2.22258592471,4.88086016309
28,2,1.89525368249,2.39178087841
28,3,1.67266775777,2.97906870177
28,4,0.55376344086,1.1476070606
28,5,0.31843575419,0.727931031523
28,-1,2.51786310518,6.83342942483
29,0,1.16834170854,3.96014095021
29,1,0.756962025316,1.9978902508
29,2,0.65903307888,3.51091008861
29,3,0.403846153846,2.42901113567
29,4,1.53472222222,4.25230851428
29,5,2.34210526316,16.3872163202
29,-1,0.886440677966,4.64491548616
30,0,1.06493506494,1.74205180069
30,1,0.772727272727,1.68847401817
30,2,0.909090909091,1.45657326182
30,3,0.445161290323,0.895450403762
30,4,0.214285714286,0.673855795147
30,5,0.231343283582,0.63380136142
30,-1,0.614364640884,1.3206449369
31,0,19.5789473684,71.6521684319
31,1,5.54430379747,25.7607283628
31,2,6.18181818182,11.4797702053
31,3,4.27941176471,10.8855619275
31,4,2.953125,5.1944371913
31,5,1.7,4.16453278692
31,-1,7.03773584906,33.6135570494
32,0,2.66775777414,4.46436239945
32,1,0.939443535188,1.88488666141
32,2,0.906710310966,1.8108974038
32,3,0.481178396072,1.19226472496
32,4,0.212365591398,0.758860064522
32,5,0.176136363636,0.541146576972
32,-1,1.05681818182,2.56586634296
33,0,4.89106145251,4.3904261627
33,1,2.48179271709,2.71994997722
33,2,1.75698324022,1.88337147315
33,3,1.14647887324,1.32620723488
33,4,0.673913043478,0.866134536846
33,5,0.387640449438,0.645871978256
33,-1,2.12254901961,2.94072028053
34,0,6.81951219512,22.456931349
34,1,4.32682926829,17.5353444386
34,2,4.54146341463,16.397932285
34,3,2.66666666667,10.1802557354
34,4,2.05641025641,9.32720847215
34,5,0.967741935484,4.88238354645
34,-1,3.62468513854,14.9863423481
35,0,5.3112244898,7.38379890407
35,1,2.2972972973,4.47856676438
35,2,1.62637362637,2.8483592796
35,3,1.43113772455,2.93130745167
35,4,0.467532467532,1.60425097289
35,5,0.281767955801,1.11402370174
35,-1,1.99436619718,4.44792151673
36,0,1.79214402619,3.67158378383
36,1,1.0147299509,2.05444208778
36,2,0.849427168576,1.80113952815
36,3,0.540098199673,1.27789182602
36,4,0.301886792453,0.681263847002
36,5,0.181318681319,0.450984780307
36,-1,0.903903903904,2.22269697063
37,0,70.6661211129,91.4423063952
37,1,20.9001636661,29.2327672454
37,2,14.9983633388,16.4509387334
37,3,12.9869067103,14.6396931034
37,4,13.373655914,24.1212808057
37,5,6.22631578947,5.06238368082
37,-1,26.3486360612,50.5928677444
38,0,0.801963993453,2.59075456885
38,1,0.487725040917,2.94095131903
38,2,0.170212765957,0.999425262285
38,3,0.268412438625,1.33195668434
38,4,0.190860215054,0.932462523003
38,5,0.305194805195,2.44770744071
38,-1,0.395286195286,2.05069865788
39,0,57.0840163934,32.6451222516
39,1,45.9318181818,130.253652334
39,2,23.0666666667,25.1697514666
39,3,22.6270491803,32.0557954579
39,4,16.3467741935,10.4498631633
39,5,6.74479166667,4.86296312687
39,-1,31.7803514377,64.0673604469
40,0,0.750943396226,1.32260786435
40,1,0.651851851852,1.11434098458
40,2,0.522167487685,0.906055833775
40,3,0.4375,0.735899650397
40,4,0.221052631579,0.485124994602
40,5,0.181818181818,0.418012388037
40,-1,0.52192605331,0.997068310354
41,0,2.88543371522,9.89899731735
41,1,0.707037643208,1.17290729346
41,2,1.25368248773,1.58742976153
41,3,1.00818330606,1.59117815694
41,4,0.471337579618,0.954776857608
41,5,0.299465240642,0.634270588371
41,-1,1.28387096774,4.74714403896
42,0,1.49675324675,3.18223393785
42,1,0.749174917492,1.47692626777
42,2,1.0,1.95340458525
42,3,1.12131147541,6.24854382391
42,4,0.399014778325,0.958960343637
42,5,0.251336898396,0.61699273163
42,-1,0.908074534161,3.28467125245
43,0,1.74193548387,1.26918164986
43,1,0.774193548387,0.869173779697
43,2,0.903225806452,1.11745213392
43,3,0.193548387097,0.469684508986
43,4,0.161290322581,0.446980853566
43,5,0.0645161290323,0.245670100189
43,-1,0.639784946237,1.01299511032
44,0,22.3829787234,13.236757764
44,1,12.2536824877,7.96244039095
44,2,12.4877250409,7.44699303741
44,3,9.88870703764,6.7611134285
44,4,6.22311827957,4.52070540658
44,5,5.83246073298,4.12795269125
44,-1,12.7249750582,10.0768836005
45,0,5.44026186579,17.4587927077
45,1,3.77577741408,11.3751877383
45,2,5.53191489362,26.7215173372
45,3,8.1325695581,31.0928671247
45,4,4.79838709677,24.3279497119
45,5,3.06486486486,12.9107584766
45,-1,5.44218593802,22.7309152533
46,0,0.12987012987,0.46572522278
46,1,0.0909090909091,0.384161024877
46,2,0.112359550562,0.408840570756
46,3,0.0324675324675,0.210714035579
46,4,0.0744680851064,0.443375872004
46,5,0.0,0.0
46,-1,0.0854961832061,0.385247444504
47,0,1.34523809524,2.12968837212
47,1,0.857142857143,1.12485826772
47,2,0.78869047619,1.34739279082
47,3,0.375,0.887663465831
47,4,0.428571428571,0.880147637585
47,5,0.273684210526,0.875900802641
47,-1,0.709625668449,1.36325474371
48,0,1.66129032258,2.66363533048
48,1,1.23577235772,1.55171712289
48,2,0.956140350877,1.48318263108
48,3,0.728070175439,1.48255994654
48,4,0.545454545455,1.06017307179
48,5,0.424528301887,0.951147402496
48,-1,0.941595441595,1.70327546572
49,0,15.3698854337,13.7686285589
49,1,3.73649754501,5.77717390301
49,2,4.79869067103,5.16792305743
49,3,3.77741407529,25.2092301282
49,4,1.18279569892,1.40235007486
49,5,0.96174863388,1.59015454526
49,-1,5.84528176059,14.3307778567
50,0,3.71194762684,3.82285802853
50,1,1.17021276596,1.78844164642
50,2,1.2356792144,2.03249469519
50,3,0.649754500818,1.25936587008
50,4,0.741935483871,1.12787959594
50,5,0.20942408377,0.577152409613
50,-1,1.48021283671,2.51265984217
51,0,2.06219312602,7.11555736151
51,1,0.990180032733,2.97010227033
51,2,0.628477905074,2.50324322672
51,3,0.910081743869,2.38640147134
51,4,0.324250681199,1.44321599039
51,5,0.351351351351,0.864188925047
51,-1,1.0054505814,4.00621420644
52,0,3.31808278867,5.43721540469
52,1,1.3719376392,3.21011986061
52,2,1.16400911162,2.80098881985
52,3,0.771241830065,1.67317708314
52,4,0.760752688172,1.91885591841
52,5,0.515625,1.57445943931
52,-1,1.42869198312,3.37316594612
53,0,6.45519713262,13.1856321778
53,1,4.44689378758,11.0305953347
53,2,3.02605210421,4.7781779597
53,3,2.36072144289,4.26644411323
53,4,1.2123655914,2.26724165597
53,5,0.657894736842,0.919848837395
53,-1,3.47153228888,8.51706303184
54,0,14.0803571429,16.1774783151
54,1,6.76488095238,5.43369820438
54,2,6.16666666667,6.22941053034
54,3,3.4880952381,3.35141777965
54,4,1.39024390244,1.55591787326
54,5,0.82722513089,1.08125007477
54,-1,5.83038110574,9.03195259633
55,0,5.73813420622,4.63497369293
55,1,2.25695581015,2.57161196806
55,2,1.94762684124,2.18472754968
55,3,2.62193126023,9.8439265815
55,4,1.1935483871,7.97106064706
55,5,1.03125,2.42578649188
55,-1,2.765625,6.08920187952
56,0,1.29166666667,2.01513371489
56,1,0.604166666667,1.5307893298
56,2,0.583333333333,1.35143956169
56,3,0.244897959184,0.572520822004
56,4,0.178217821782,0.619741875427
56,5,0.0526315789474,0.223296878269
56,-1,0.522887323944,1.32533709822
57,0,2.97381342062,4.68720112234
57,1,2.45375722543,2.81704151149
57,2,2.48295454545,2.9076201449
57,3,1.61904761905,1.9204709362
57,4,0.871323529412,1.10894810308
57,5,0.839779005525,1.0201115505
57,-1,2.13203050524,3.25602964537
58,0,24.5286415712,22.4185833298
58,1,9.38461538462,10.1638471801
58,2,10.209492635,9.98568410158
58,3,5.1031096563,7.57294089936
58,4,3.18548387097,6.91387136408
58,5,2.28795811518,5.32757437398
58,-1,10.5417359495,14.8263926687
59,0,1.81505728314,2.29996850224
59,1,0.963993453355,1.49587969617
59,2,0.692307692308,1.18925484252
59,3,0.373158756137,0.872305112239
59,4,0.247978436658,0.655036436153
59,5,0.060773480663,0.261016835603
59,-1,0.818424566088,1.53673563
60,0,1.54980079681,3.78249664069
60,1,0.631808278867,1.50292061283
60,2,0.625806451613,1.24511114724
60,3,0.422413793103,1.23805229451
60,4,0.256064690027,0.764216305671
60,5,0.27807486631,0.876124508745
60,-1,0.695261437908,2.07307917953
61,0,1.04166666667,3.04793873881
61,1,1.95652173913,4.85868349381
61,2,4.22727272727,14.7461299027
61,3,0.833333333333,1.79505493571
61,4,0.458333333333,1.2576156894
61,5,0.15,0.653834841531
61,-1,1.43795620438,6.57340507021
62,0,3.5,2.65132562298
62,1,1.78,1.89409609049
62,2,2.15019762846,1.93193721013
62,3,1.42016806723,1.48661138739
62,4,1.77578475336,1.72138910127
62,5,0.851063829787,1.11524681753
62,-1,1.97155049787,2.06144275802
63,0,4.57298474946,7.3191045875
63,1,1.81917211329,3.35353073309
63,2,2.7908496732,5.61974452017
63,3,1.0871459695,2.34056496598
63,4,0.602150537634,1.41906970091
63,5,0.411111111111,1.38959981805
63,-1,2.09882747069,4.6994545425
64,0,27.1456628478,37.5028648334
64,1,23.7250409165,82.9664200294
64,2,14.4828150573,12.5824657539
64,3,11.8134206219,12.1487460003
64,4,12.814516129,13.4801927187
64,5,4.97916666667,3.47154854576
64,-1,17.5771276596,42.6282487156
65,0,2.46808510638,4.80420704537
65,1,1.54828150573,11.1045710716
65,2,0.798690671031,1.53531209478
65,3,0.485018726592,0.935544614779
65,4,0.440860215054,0.94427950108
65,5,0.155555555556,0.480996907154
65,-1,1.16238437821,5.66148614953
66,0,1.12903225806,1.2376339415
66,1,0.774193548387,1.1559014753
66,2,1.45,1.32193040664
66,3,0.888888888889,1.32869563812
66,4,1.05,1.07121426428
66,5,0.45,0.739932429347
66,-1,0.957142857143,1.20042509477
67,0,7.79166666667,6.69439545856
67,1,4.10526315789,3.34393512553
67,2,3.20689655172,2.91404814228
67,3,2.61061946903,2.59145508147
67,4,1.94782608696,2.08031552064
67,5,1.23008849558,1.70376392044
67,-1,3.52098408104,4.24169329205
68,0,6.29623567921,9.57641173775
68,1,1.81342062193,2.83615018534
68,2,3.0736497545,5.02915977615
68,3,2.06546644845,3.66193793374
68,4,0.862903225806,1.76891320784
68,5,1.16931216931,4.56150328568
68,-1,2.87420965058,5.76905657161
69,0,140.968903437,221.660038165
69,1,117.414075286,141.351150298
69,2,72.5106382979,84.5189785953
69,3,68.9181669394,90.2369667097
69,4,69.9596774194,67.8828528232
69,5,50.1151832461,48.7555858509
69,-1,93.0768207516,137.275987676
70,0,1.65625,1.89752099791
70,1,1.3125,2.4677608778
70,2,0.707317073171,1.06482341234
70,3,0.5,0.935414346693
70,4,0.129032258065,0.335235640175
70,5,0.125,0.414578098794
70,-1,0.74,1.51076139744
71,0,1.6975308642,2.58936453945
71,1,1.45161290323,3.30042724192
71,2,0.668831168831,1.00035834362
71,3,0.292207792208,0.755287204987
71,4,0.602564102564,1.22306617208
71,5,0.424242424242,0.65274724935
71,-1,0.890909090909,2.00667275289
72,0,6.48701298701,28.8649423397
72,1,2.85064935065,5.81062893922
72,2,2.48051948052,8.2746842677
72,3,3.01298701299,15.7525454603
72,4,0.837662337662,1.74873155967
72,5,0.567164179104,2.08565735081
72,-1,2.75331858407,14.3709542227
73,0,7.39436619718,5.86486043982
73,1,6.55492957746,15.8446399942
73,2,4.78873239437,3.99265343998
73,3,2.77746478873,3.27148143137
73,4,3.82132564841,23.5757973262
73,5,1.28260869565,1.63072461192
73,-1,4.71553049718,12.6394044991
74,0,5.96130952381,8.04387097049
74,1,2.00297619048,2.7961479795
74,2,1.79464285714,2.71066585847
74,3,1.0744047619,1.75860121037
74,4,0.713261648746,1.26584712013
74,5,0.269662921348,0.657951279639
74,-1,2.15824541921,4.40356602097
75,0,2.90180032733,3.80930637904
75,1,2.02711864407,7.0592607888
75,2,1.74271012007,4.02679842055
75,3,0.998175182482,1.27654170078
75,4,0.693548387097,1.02792268355
75,5,0.481481481481,0.731690747643
75,-1,1.68717594193,4.19791622083
76,0,2.85597381342,3.53965741626
76,1,0.921440261866,1.40389284156
76,2,1.02782324059,1.66828852043
76,3,1.58592471358,2.16058993298
76,4,0.37,0.706941770351
76,5,0.682291666667,1.19813177417
76,-1,1.41246594005,2.31946976014
77,0,21.8779761905,20.7732942271
77,1,10.1474926254,10.6306488185
77,2,9.39053254438,10.0216407413
77,3,7.10089020772,8.15403810921
77,4,5.64285714286,6.00870966487
77,5,5.35263157895,3.71297418323
77,-1,10.2723880597,12.9605315595
78,0,10.6644844517,12.4919757755
78,1,3.75286415712,5.15102241257
78,2,7.21603927987,11.1365195102
78,3,2.6759410802,3.77515270691
78,4,1.52688172043,2.36957143192
78,5,1.78421052632,2.23624759901
78,-1,5.24284763806,8.78918317742
79,0,1.38961038961,3.2359821334
79,1,1.02597402597,2.72064748774
79,2,0.681818181818,1.85410931974
79,3,0.337662337662,1.21260040002
79,4,0.292207792208,0.70180957823
79,5,0.0384615384615,0.192307692308
79,-1,0.680424528302,2.10468789623
80,0,5.02454991817,4.06345570427
80,1,2.33551554828,2.34720271325
80,2,1.12602291326,1.31047413096
80,3,0.937806873977,1.22817220867
80,4,1.09192200557,1.29490814875
80,5,0.322916666667,0.676923057953
80,-1,2.07412353923,2.8159778189
81,0,7.00471698113,5.99685266628
81,1,10.7717647059,44.1637290938
81,2,4.22641509434,5.09491610994
81,3,2.29594272076,2.54848127483
81,4,2.41129032258,2.54321392037
81,5,4.49468085106,33.0672263891
81,-1,5.34813499112,21.9733718045
82,0,2.26350245499,4.63364485647
82,1,1.25204582651,4.09606112794
82,2,0.543371522095,1.62105654191
82,3,0.453355155483,2.02012000013
82,4,0.201657458564,0.665401896428
82,5,0.351351351351,1.71190136455
82,-1,0.975626269465,3.16966863981
83,0,14.232405892,19.5704693516
83,1,9.53518821604,10.3886814789
83,2,7.42389525368,9.40602682524
83,3,5.55973813421,7.67619756759
83,4,6.75806451613,6.95535413136
83,5,1.765625,1.99537632859
83,-1,8.41356382979,12.1672947159
84,0,5.29310344828,7.36723552862
84,1,1.91228070175,2.76431332011
84,2,1.69827586207,2.76748307033
84,3,0.732673267327,1.69968598794
84,4,0.59649122807,1.81475095312
84,5,0.464788732394,1.55491937127
84,-1,1.90506329114,4.11701928351
85,0,18.2824858757,203.065571716
85,1,1.84745762712,2.32267301197
85,2,1.70056497175,1.54979485339
85,3,1.09039548023,1.67492924602
85,4,0.745762711864,1.32246842055
85,5,0.402298850575,0.651431140934
85,-1,4.02171860246,83.2782773776
86,0,2.0294599018,3.03969098959
86,1,0.783960720131,1.13815166945
86,2,0.857610474632,1.57445447456
86,3,0.607201309329,1.05163602124
86,4,0.137466307278,0.367071966213
86,5,0.0531914893617,0.224415139465
86,-1,0.890775890776,1.81368006973
87,0,76.1916666667,110.427046996
87,1,55.6378830084,75.4208789574
87,2,59.525,87.5691437126
87,3,43.3954154728,62.0912405789
87,4,33.5561959654,46.0026829871
87,5,30.828125,41.9443659385
87,-1,51.6217590239,78.3527622854
88,0,15.5714285714,14.9518956548
88,1,10.0,10.3532211987
88,2,6.43243243243,7.54281666703
88,3,5.5,9.58629536492
88,4,5.78378378378,11.6575810739
88,5,2.90625,7.64182314225
88,-1,7.76886792453,11.3635619516
89,0,17.9255952381,15.969384761
89,1,8.99702380952,7.76994304688
89,2,7.42857142857,5.6109707892
89,3,4.02866242038,4.176344529
89,4,2.47865853659,2.93727651446
89,5,1.66145833333,1.8970849234
89,-1,7.56731813246,9.92409171615
90,0,1.59574468085,15.4456519836
90,1,0.382978723404,0.708127910075
90,2,0.292962356792,0.689599777349
90,3,0.312602291326,1.78064377293
90,4,0.235119047619,0.682313979616
90,5,0.0952380952381,0.465961566447
90,-1,0.567842605156,7.11695835029
91,0,1.29132569558,1.60611761425
91,1,1.18657937807,1.48132397039
91,2,0.795417348609,1.17351233858
91,3,0.559738134206,1.04917515579
91,4,0.327956989247,0.736873020006
91,5,0.333333333333,0.471404520791
91,-1,0.874423554452,1.32853448589
92,0,44.0,16.6282891483
92,1,41.25,7.32717544488
92,2,10.875,11.9419167222
92,3,18.75,2.48746859277
92,4,28.5,8.98610037781
92,5,10.25,4.65698400255
92,-1,23.5,16.9083664836
93,0,136.541108987,137.803111869
93,1,83.6819923372,99.7637171234
93,2,76.1209213052,72.3231628774
93,3,52.9367816092,54.2296965519
93,4,59.6209677419,53.9826624012
93,5,36.0260416667,20.8425233637
93,-1,79.7439668175,93.4295759042
94,0,7.95,6.9081473638
94,1,7.89873417722,7.32706952095
94,2,4.0625,4.47309666227
94,3,2.77215189873,3.04377084206
94,4,3.80769230769,3.94207316376
94,5,0.784810126582,1.13261080801
94,-1,4.55368421053,5.60964977847
95,0,0.935483870968,1.21643275064
95,1,0.741935483871,1.48036050395
95,2,0.290322580645,0.770150734601
95,3,0.161290322581,0.367798524226
95,4,0.193548387097,0.591300089672
95,5,0.0645161290323,0.245670100189
95,-1,0.397849462366,0.95196214963
96,0,4.8244047619,15.9088399993
96,1,3.08522727273,10.347573714
96,2,2.96264367816,9.24297098076
96,3,1.64583333333,4.64670075182
96,4,1.0505952381,3.34438934962
96,5,0.4,1.17021868243
96,-1,2.50905218317,9.44169220589
97,0,5.20785597381,17.1156938488
97,1,1.87397708674,7.01591553271
97,2,1.1031096563,4.54483107626
97,3,7.37152209493,123.709433758
97,4,100.145552561,659.707776809
97,5,0.173184357542,1.16664846068
97,-1,15.5945223781,241.130284726
98,0,164.398989899,203.385207985
98,1,132.587939698,158.270048006
98,2,111.085427136,137.882324523
98,3,56.6414141414,91.8872700981
98,4,82.2272727273,116.654907908
98,5,35.0320855615,59.4968119169
98,-1,97.6157760814,143.44895315
99,0,13.5230769231,10.9910560734
99,1,6.83870967742,5.82872073716
99,2,8.5671641791,7.03132411597
99,3,5.21538461538,4.80221842227
99,4,3.60317460317,3.61451958449
99,5,1.90625,2.44130312282
99,-1,6.64507772021,7.45493814288
100,0,9.07037643208,9.59473172866
100,1,4.94926350245,11.461843564
100,2,2.96563011457,4.93364782936
100,3,1.71031096563,3.81823624909
100,4,0.959568733154,3.12558071413
100,5,0.463276836158,1.25326984626
100,-1,3.96423796791,7.96791639422
101,0,0.560975609756,0.797825718722
101,1,0.655737704918,2.10686034691
101,2,0.318181818182,0.521044722942
101,3,0.378640776699,1.14159235455
101,4,0.286956521739,0.539971293783
101,5,0.151260504202,0.460884342884
101,-1,0.395953757225,1.11706978278
102,0,3.2209492635,6.01160523174
102,1,1.32242225859,2.78864978417
102,2,1.18166939444,2.66787725777
102,3,0.566284779051,1.99100492208
102,4,0.195530726257,0.584513475675
102,5,0.164835164835,0.463236019964
102,-1,1.32171581769,3.52257906594
103,0,0.775777414075,1.73360050564
103,1,0.253682487725,0.846364338291
103,2,0.30441898527,1.08657788661
103,3,0.246492985972,0.768468485416
103,4,0.0943396226415,0.414358573597
103,5,0.192307692308,0.578629953661
103,-1,0.355267889248,1.12648405059
104,0,2.98036006547,7.52994722899
104,1,0.515548281506,2.56266863365
104,2,1.46153846154,3.608919246
104,3,1.07528641571,2.66164391349
104,4,0.257383966245,0.930721733601
104,5,1.03191489362,2.58041777773
104,-1,1.37364935518,4.37057590449
105,0,2.14566284779,2.78763813307
105,1,0.813420621931,1.28234259786
105,2,0.813420621931,1.29630593802
105,3,0.903436988543,1.80891716591
105,4,0.487870619946,0.774762667407
105,5,0.409836065574,0.83063704265
105,-1,1.03835890594,1.83859997694
106,0,9.35679214403,16.0308734108
106,1,6.32896890344,12.0505534471
106,2,4.23895253682,8.00624888206
106,3,3.28641571195,6.7284087912
106,4,2.14784946237,4.08869023629
106,5,0.723958333333,1.71143487507
106,-1,5.02659574468,10.6428022379
107,0,5.81996726678,7.38581340179
107,1,1.558101473,3.23965997026
107,2,2.05284552846,2.98663214638
107,3,0.708674304419,1.47435470985
107,4,0.535031847134,1.17309901744
107,5,0.434554973822,0.87708446456
107,-1,2.19151943463,4.49311198263
108,0,0.9375,2.06709444977
108,1,0.287128712871,0.749080408688
108,2,0.75,1.38261995177
108,3,0.42,1.18473625757
108,4,0.316831683168,0.831683168317
108,5,0.464788732394,1.85252766732
108,-1,0.545757071547,1.44043790747
109,0,96.5924713584,112.135304679
109,1,60.3895253682,66.6739298235
109,2,90.5057283142,161.99522497
109,3,90.7757774141,174.841964094
109,4,34.7634408602,54.0380984379
109,5,52.5833333333,98.6473798717
109,-1,76.3653590426,128.246904216
110,0,37.2111292962,42.6880697623
110,1,27.8543371522,42.9287850126
110,2,17.4451718494,16.8493329748
110,3,12.271685761,16.7755423719
110,4,7.33064516129,8.18277936146
110,5,3.98952879581,3.84923944184
110,-1,20.4193548387,31.4797679102
111,0,5.90434782609,5.82046451612
111,1,2.76724137931,3.62547918027
111,2,3.13445378151,3.54781118402
111,3,2.64347826087,2.6968300372
111,4,1.91379310345,2.22280098818
111,5,1.18260869565,1.87237402755
111,-1,2.92385057471,3.83513777129
112,0,7.0,7.0
112,1,11.0,11.0
112,2,7.0,7.0
112,3,3.5,3.5
